Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     882/882         bool __gnu_cxx::operator!=<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >(__gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > > const&, __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > > const&) [178]
                0.00    0.00     864/864         __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >::operator*() const [182]
                0.00    0.00     864/864         __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >::operator++() [181]
-----------------------------------------------
                0.00    0.00      18/18          ns3::ApplicationContainer::ApplicationContainer(ns3::ApplicationContainer const&) [84]
[86]     0.0    0.00    0.00      18         std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > >::vector(std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > const&) [86]
                0.00    0.00      18/18          ns3::Ptr<ns3::Application>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >, ns3::Ptr<ns3::Application>*, ns3::Ptr<ns3::Application> >(__gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >, __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >, ns3::Ptr<ns3::Application>*, std::allocator<ns3::Ptr<ns3::Application> >&) [88]
                0.00    0.00      18/18          std::_Vector_base<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > >::_M_get_Tp_allocator() const [235]
                0.00    0.00      18/18          std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > >::size() const [237]
                0.00    0.00      18/18          std::_Vector_base<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > >::_Vector_base(unsigned long, std::allocator<ns3::Ptr<ns3::Application> > const&) [243]
                0.00    0.00      18/56          std::_Vector_base<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > >::_M_get_Tp_allocator() [210]
                0.00    0.00      18/18          std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > >::end() const [236]
                0.00    0.00      18/18          std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > >::begin() const [238]
-----------------------------------------------
                0.00    0.00      18/18          ns3::Ptr<ns3::Application>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >, ns3::Ptr<ns3::Application>*, ns3::Ptr<ns3::Application> >(__gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >, __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >, ns3::Ptr<ns3::Application>*, std::allocator<ns3::Ptr<ns3::Application> >&) [88]
[87]     0.0    0.00    0.00      18         ns3::Ptr<ns3::Application>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >, ns3::Ptr<ns3::Application>*>(__gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >, __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >, ns3::Ptr<ns3::Application>*) [87]
                0.00    0.00      18/18          ns3::Ptr<ns3::Application>* std::__uninitialized_copy<false>::uninitialized_copy<__gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >, ns3::Ptr<ns3::Application>*>(__gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >, __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >, ns3::Ptr<ns3::Application>*) [85]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > >::vector(std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > const&) [86]
[88]     0.0    0.00    0.00      18         ns3::Ptr<ns3::Application>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >, ns3::Ptr<ns3::Application>*, ns3::Ptr<ns3::Application> >(__gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >, __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >, ns3::Ptr<ns3::Application>*, std::allocator<ns3::Ptr<ns3::Application> >&) [88]
                0.00    0.00      18/18          ns3::Ptr<ns3::Application>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >, ns3::Ptr<ns3::Application>*>(__gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >, __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >, ns3::Ptr<ns3::Application>*) [87]
-----------------------------------------------
                0.00    0.00       9/9           main [1]
[89]     0.0    0.00    0.00       9         EunetSwitch::getTerminalDevices() const [89]
                0.00    0.00     432/11105       ns3::Ptr<ns3::Node>::~Ptr() [30]
                0.00    0.00     432/15523       ns3::Ptr<ns3::NetDevice>::~Ptr() [37]
                0.00    0.00     432/1008        ns3::Ptr<ns3::Node>::operator->() [177]
-----------------------------------------------
                0.00    0.00   12524/12524       ns3::Ptr<ns3::Application>::Ptr(ns3::Ptr<ns3::Application> const&) [91]
[90]     0.0    0.00    0.00   12524         ns3::Ptr<ns3::Application>::Acquire() const [90]
                0.00    0.00   13388/132089      ns3::SimpleRefCount<ns3::Object, ns3::ObjectBase, ns3::ObjectDeleter>::Ref() const [44]
-----------------------------------------------
                0.00    0.00     864/864         void std::_Construct<ns3::Ptr<ns3::Application>, ns3::Ptr<ns3::Application> const&>(ns3::Ptr<ns3::Application>*, ns3::Ptr<ns3::Application> const&&&) [83]
[91]     0.0    0.00    0.00     864         ns3::Ptr<ns3::Application>::Ptr(ns3::Ptr<ns3::Application> const&) [91]
                0.00    0.00   12524/12524       ns3::Ptr<ns3::Application>::Acquire() const [90]
                0.00    0.00   12524/12524       ns3::Application* ns3::PeekPointer<ns3::Application>(ns3::Ptr<ns3::Application> const&) [120]
-----------------------------------------------
                0.00    0.00       9/9           EunetSwitch::bridgeAllPorts() [54]
[92]     0.0    0.00    0.00       9         EunetSwitch::getDownlinkDevices() const [92]
                0.00    0.00     432/15523       ns3::Ptr<ns3::NetDevice>::~Ptr() [37]
                0.00    0.00     432/432         EunetSwitch::getDownlinkPort(int) const [207]
-----------------------------------------------
                0.00    0.00       9/9           EunetSwitch::bridgeAllPorts() [54]
[93]     0.0    0.00    0.00       9         EunetSwitch::getUplinkDevices() const [93]
                0.00    0.00      36/15523       ns3::Ptr<ns3::NetDevice>::~Ptr() [37]
                0.00    0.00      36/36          EunetSwitch::getUplinkPort(int) const [217]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[94]     0.0    0.00    0.00       2         ns3::BridgeHelper::~BridgeHelper() [94]
                0.00    0.00       2/1765        ns3::ObjectFactory::~ObjectFactory() [45]
-----------------------------------------------
                0.00    0.00      28/28          main [1]
[95]     0.0    0.00    0.00      28         ns3::Ptr<EunetSwitch>::~Ptr() [95]
                0.00    0.00      28/129189      ns3::SimpleRefCount<ns3::Object, ns3::ObjectBase, ns3::ObjectDeleter>::Unref() const [25]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[96]     0.0    0.00    0.00       1         ns3::OnOffHelper::~OnOffHelper() [96]
                0.00    0.00       1/1765        ns3::ObjectFactory::~ObjectFactory() [45]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[97]     0.0    0.00    0.00       1         ns3::PacketSinkHelper::~PacketSinkHelper() [97]
                0.00    0.00       1/1765        ns3::ObjectFactory::~ObjectFactory() [45]
-----------------------------------------------
                0.00    0.00       9/28          ns3::Ptr<EunetSwitch>::operator=(ns3::Ptr<EunetSwitch> const&) [102]
                0.00    0.00       9/28          ns3::Ptr<EunetSwitch>::Ptr(ns3::Ptr<EunetSwitch> const&) [101]
                0.00    0.00      10/28          ns3::Ptr<EunetSwitch>::Ptr(EunetSwitch*) [100]
[98]     0.0    0.00    0.00      28         ns3::Ptr<EunetSwitch>::Acquire() const [98]
                0.00    0.00      28/132089      ns3::SimpleRefCount<ns3::Object, ns3::ObjectBase, ns3::ObjectDeleter>::Ref() const [44]
-----------------------------------------------
                0.00    0.00       1/10          main [1]
                0.00    0.00       9/10          EunetSwitch::connectUpTo(int, ns3::Ptr<EunetSwitch>, int) [53]
[99]     0.0    0.00    0.00      10         ns3::Ptr<ns3::Node>::Ptr<EunetSwitch>(ns3::Ptr<EunetSwitch> const&) [99]
                0.00    0.00      10/66272       ns3::Ptr<ns3::Node>::Acquire() const [61]
                0.00    0.00      10/19          EunetSwitch* ns3::PeekPointer<EunetSwitch>(ns3::Ptr<EunetSwitch> const&) [232]
-----------------------------------------------
                0.00    0.00      10/10          main [1]
[100]    0.0    0.00    0.00      10         ns3::Ptr<EunetSwitch>::Ptr(EunetSwitch*) [100]
                0.00    0.00      10/28          ns3::Ptr<EunetSwitch>::Acquire() const [98]
-----------------------------------------------
                0.00    0.00       9/9           main [1]
[101]    0.0    0.00    0.00       9         ns3::Ptr<EunetSwitch>::Ptr(ns3::Ptr<EunetSwitch> const&) [101]
                0.00    0.00       9/28          ns3::Ptr<EunetSwitch>::Acquire() const [98]
                0.00    0.00       9/19          EunetSwitch* ns3::PeekPointer<EunetSwitch>(ns3::Ptr<EunetSwitch> const&) [232]
-----------------------------------------------
                0.00    0.00       9/9           main [1]
[102]    0.0    0.00    0.00       9         ns3::Ptr<EunetSwitch>::operator=(ns3::Ptr<EunetSwitch> const&) [102]
                0.00    0.00       9/28          ns3::Ptr<EunetSwitch>::Acquire() const [98]
-----------------------------------------------
                0.00    0.00  289738/289738      ns3::Ptr<ns3::AttributeChecker const>::~Ptr() [126]
[107]    0.0    0.00    0.00  289738         ns3::SimpleRefCount<ns3::AttributeChecker, ns3::empty, ns3::DefaultDeleter<ns3::AttributeChecker> >::Unref() const [107]
                0.00    0.00     198/198         ns3::DefaultDeleter<ns3::AttributeChecker>::Delete(ns3::AttributeChecker*) [208]
-----------------------------------------------
                0.00    0.00   82178/82178       ns3::Ptr<ns3::AttributeValue>::~Ptr() [127]
[108]    0.0    0.00    0.00   82178         ns3::SimpleRefCount<ns3::AttributeValue, ns3::empty, ns3::DefaultDeleter<ns3::AttributeValue> >::Unref() const [108]
                0.00    0.00   67648/67648       ns3::DefaultDeleter<ns3::AttributeValue>::Delete(ns3::AttributeValue*) [109]
-----------------------------------------------
                0.00    0.00   67648/67648       ns3::SimpleRefCount<ns3::AttributeValue, ns3::empty, ns3::DefaultDeleter<ns3::AttributeValue> >::Unref() const [108]
[109]    0.0    0.00    0.00   67648         ns3::DefaultDeleter<ns3::AttributeValue>::Delete(ns3::AttributeValue*) [109]
                0.00    0.00    6556/6556        ns3::TimeValue::~TimeValue() [125]
                0.00    0.00    3363/3363        ns3::DataRateValue::~DataRateValue() [141]
                0.00    0.00     876/876         ns3::AddressValue::~AddressValue() [180]
-----------------------------------------------
                0.00    0.00   41323/41323       ns3::Ptr<ns3::NetDevice>::Ptr(ns3::Ptr<ns3::NetDevice> const&) [74]
[110]    0.0    0.00    0.00   41323         ns3::NetDevice* ns3::PeekPointer<ns3::NetDevice>(ns3::Ptr<ns3::NetDevice> const&) [110]
-----------------------------------------------
                0.00    0.00   27217/27217       std::allocator<std::_List_node<ns3::AttributeConstructionList::Item> >::~allocator() [112]
[111]    0.0    0.00    0.00   27217         __gnu_cxx::new_allocator<std::_List_node<ns3::AttributeConstructionList::Item> >::~new_allocator() [111]
-----------------------------------------------
                0.00    0.00   27216/27216       std::_List_base<ns3::AttributeConstructionList::Item, std::allocator<ns3::AttributeConstructionList::Item> >::_List_impl::~_List_impl() [113]
[112]    0.0    0.00    0.00   27216         std::allocator<std::_List_node<ns3::AttributeConstructionList::Item> >::~allocator() [112]
                0.00    0.00   27217/27217       __gnu_cxx::new_allocator<std::_List_node<ns3::AttributeConstructionList::Item> >::~new_allocator() [111]
-----------------------------------------------
                0.00    0.00   27216/27216       std::_List_base<ns3::AttributeConstructionList::Item, std::allocator<ns3::AttributeConstructionList::Item> >::~_List_base() [115]
[113]    0.0    0.00    0.00   27216         std::_List_base<ns3::AttributeConstructionList::Item, std::allocator<ns3::AttributeConstructionList::Item> >::_List_impl::~_List_impl() [113]
                0.00    0.00   27216/27216       std::allocator<std::_List_node<ns3::AttributeConstructionList::Item> >::~allocator() [112]
-----------------------------------------------
                0.00    0.00   27216/27216       std::_List_base<ns3::AttributeConstructionList::Item, std::allocator<ns3::AttributeConstructionList::Item> >::~_List_base() [115]
[114]    0.0    0.00    0.00   27216         std::_List_base<ns3::AttributeConstructionList::Item, std::allocator<ns3::AttributeConstructionList::Item> >::_M_clear() [114]
                0.00    0.00    2044/2044        std::_List_base<ns3::AttributeConstructionList::Item, std::allocator<ns3::AttributeConstructionList::Item> >::_M_get_Node_allocator() [159]
                0.00    0.00    2044/2044        __gnu_cxx::new_allocator<std::_List_node<ns3::AttributeConstructionList::Item> >::destroy(std::_List_node<ns3::AttributeConstructionList::Item>*) [157]
                0.00    0.00    2044/2044        std::_List_base<ns3::AttributeConstructionList::Item, std::allocator<ns3::AttributeConstructionList::Item> >::_M_put_node(std::_List_node<ns3::AttributeConstructionList::Item>*) [158]
-----------------------------------------------
                0.00    0.00   27216/27216       std::list<ns3::AttributeConstructionList::Item, std::allocator<ns3::AttributeConstructionList::Item> >::~list() [116]
[115]    0.0    0.00    0.00   27216         std::_List_base<ns3::AttributeConstructionList::Item, std::allocator<ns3::AttributeConstructionList::Item> >::~_List_base() [115]
                0.00    0.00   27216/27216       std::_List_base<ns3::AttributeConstructionList::Item, std::allocator<ns3::AttributeConstructionList::Item> >::_M_clear() [114]
                0.00    0.00   27216/27216       std::_List_base<ns3::AttributeConstructionList::Item, std::allocator<ns3::AttributeConstructionList::Item> >::_List_impl::~_List_impl() [113]
-----------------------------------------------
                0.00    0.00   27216/27216       ns3::AttributeConstructionList::~AttributeConstructionList() [129]
[116]    0.0    0.00    0.00   27216         std::list<ns3::AttributeConstructionList::Item, std::allocator<ns3::AttributeConstructionList::Item> >::~list() [116]
                0.00    0.00   27216/27216       std::_List_base<ns3::AttributeConstructionList::Item, std::allocator<ns3::AttributeConstructionList::Item> >::~_List_base() [115]
-----------------------------------------------
                0.00    0.00   24937/24937       ns3::SimpleRefCount<ns3::Object, ns3::ObjectBase, ns3::ObjectDeleter>::Unref() const [25]
[117]    0.0    0.00    0.00   24937         ns3::ObjectDeleter::Delete(ns3::Object*) [117]
-----------------------------------------------
                0.00    0.00   20512/20512       bool __gnu_cxx::operator!=<ns3::Ptr<ns3::NetDevice> const*, std::vector<ns3::Ptr<ns3::NetDevice>, std::allocator<ns3::Ptr<ns3::NetDevice> > > >(__gnu_cxx::__normal_iterator<ns3::Ptr<ns3::NetDevice> const*, std::vector<ns3::Ptr<ns3::NetDevice>, std::allocator<ns3::Ptr<ns3::NetDevice> > > > const&, __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::NetDevice> const*, std::vector<ns3::Ptr<ns3::NetDevice>, std::allocator<ns3::Ptr<ns3::NetDevice> > > > const&) [161]
[118]    0.0    0.00    0.00   20512         __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::NetDevice> const*, std::vector<ns3::Ptr<ns3::NetDevice>, std::allocator<ns3::Ptr<ns3::NetDevice> > > >::base() const [118]
-----------------------------------------------
                0.00    0.00   15198/15198       ns3::Ptr<ns3::OutputStreamWrapper>::~Ptr() [267]
[119]    0.0    0.00    0.00   15198         ns3::SimpleRefCount<ns3::OutputStreamWrapper, ns3::empty, ns3::DefaultDeleter<ns3::OutputStreamWrapper> >::Unref() const [119]
-----------------------------------------------
                0.00    0.00   12524/12524       ns3::Ptr<ns3::Application>::Ptr(ns3::Ptr<ns3::Application> const&) [91]
[120]    0.0    0.00    0.00   12524         ns3::Application* ns3::PeekPointer<ns3::Application>(ns3::Ptr<ns3::Application> const&) [120]
-----------------------------------------------
                0.00    0.00    3882/10226       std::vector<ns3::Ptr<ns3::NetDevice>, std::allocator<ns3::Ptr<ns3::NetDevice> > >::begin() const [248]
                0.00    0.00    6344/10226       std::vector<ns3::Ptr<ns3::NetDevice>, std::allocator<ns3::Ptr<ns3::NetDevice> > >::end() const [246]
[121]    0.0    0.00    0.00   10226         __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::NetDevice> const*, std::vector<ns3::Ptr<ns3::NetDevice>, std::allocator<ns3::Ptr<ns3::NetDevice> > > >::__normal_iterator(ns3::Ptr<ns3::NetDevice> const* const&) [121]
-----------------------------------------------
                0.00    0.00    7763/7763        ns3::Time::PeekInformation(ns3::Time::Unit) [123]
[122]    0.0    0.00    0.00    7763         ns3::Time::PeekResolution() [122]
-----------------------------------------------
                0.00    0.00    2343/7763        ns3::Time::FromInteger(unsigned long, ns3::Time::Unit) [170]
                0.00    0.00    5420/7763        ns3::Time::From(ns3::int64x64_t const&, ns3::Time::Unit) [134]
[123]    0.0    0.00    0.00    7763         ns3::Time::PeekInformation(ns3::Time::Unit) [123]
                0.00    0.00    7763/7763        ns3::Time::PeekResolution() [122]
-----------------------------------------------
                0.00    0.00      18/7726        EunetSwitch::getUplinkCsmaHelper() const [259]
                0.00    0.00    1152/7726        EunetSwitch::getDownlinkCsmaHelper() const [205]
                0.00    0.00    6556/7726        ns3::TimeValue::~TimeValue() [125]
[124]    0.0    0.00    0.00    7726         ns3::TimeValue::~TimeValue() [124]
-----------------------------------------------
                0.00    0.00    6556/6556        ns3::DefaultDeleter<ns3::AttributeValue>::Delete(ns3::AttributeValue*) [109]
[125]    0.0    0.00    0.00    6556         ns3::TimeValue::~TimeValue() [125]
                0.00    0.00    6556/7726        ns3::TimeValue::~TimeValue() [124]
-----------------------------------------------
                0.00    0.00    6430/6430        ns3::AttributeConstructionList::Item::~Item() [156]
[126]    0.0    0.00    0.00    6430         ns3::Ptr<ns3::AttributeChecker const>::~Ptr() [126]
                0.00    0.00  289738/289738      ns3::SimpleRefCount<ns3::AttributeChecker, ns3::empty, ns3::DefaultDeleter<ns3::AttributeChecker> >::Unref() const [107]
-----------------------------------------------
                0.00    0.00    6430/6430        ns3::AttributeConstructionList::Item::~Item() [156]
[127]    0.0    0.00    0.00    6430         ns3::Ptr<ns3::AttributeValue>::~Ptr() [127]
                0.00    0.00   82178/82178       ns3::SimpleRefCount<ns3::AttributeValue, ns3::empty, ns3::DefaultDeleter<ns3::AttributeValue> >::Unref() const [108]
-----------------------------------------------
                0.00    0.00    6126/6126        bool __gnu_cxx::operator!=<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >(__gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > > const&, __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > > const&) [178]
[128]    0.0    0.00    0.00    6126         __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Application> const*, std::vector<ns3::Ptr<ns3::Application>, std::allocator<ns3::Ptr<ns3::Application> > > >::base() const [128]
-----------------------------------------------
                0.00    0.00    6102/6102        ns3::ObjectFactory::~ObjectFactory() [45]
[129]    0.0    0.00    0.00    6102         ns3::AttributeConstructionList::~AttributeConstructionList() [129]
                0.00    0.00   27216/27216       std::list<ns3::AttributeConstructionList::Item, std::allocator<ns3::AttributeConstructionList::Item> >::~list() [116]
-----------------------------------------------
                0.00    0.00    6102/6102        ns3::ObjectFactory::~ObjectFactory() [45]
[130]    0.0    0.00    0.00    6102         ns3::TypeId::~TypeId() [130]
-----------------------------------------------
                0.00    0.00    5420/5420        ns3::Time::From(ns3::int64x64_t const&, ns3::Time::Unit) [134]
[131]    0.0    0.00    0.00    5420         ns3::int64x64_t::int64x64_t(ns3::int64x64_t const&) [131]
-----------------------------------------------
                0.00    0.00    5420/5420        ns3::Time::FromDouble(double, ns3::Time::Unit) [133]
[132]    0.0    0.00    0.00    5420         ns3::int64x64_t::int64x64_t(double) [132]
-----------------------------------------------
                0.00    0.00    5420/5420        ns3::Seconds(double) [265]
[133]    0.0    0.00    0.00    5420         ns3::Time::FromDouble(double, ns3::Time::Unit) [133]
                0.00    0.00    5420/5420        ns3::int64x64_t::int64x64_t(double) [132]
                0.00    0.00    5420/5420        ns3::Time::From(ns3::int64x64_t const&, ns3::Time::Unit) [134]
-----------------------------------------------
                0.00    0.00    5420/5420        ns3::Time::FromDouble(double, ns3::Time::Unit) [133]
[134]    0.0    0.00    0.00    5420         ns3::Time::From(ns3::int64x64_t const&, ns3::Time::Unit) [134]
                0.00    0.00    5420/7763        ns3::Time::PeekInformation(ns3::Time::Unit) [123]
                0.00    0.00    5420/5420        ns3::int64x64_t::int64x64_t(ns3::int64x64_t const&) [131]
                0.00    0.00    5420/5420        ns3::operator*=(ns3::int64x64_t&, ns3::int64x64_t const&) [136]
                0.00    0.00    5420/5420        ns3::Time::Time(ns3::int64x64_t const&) [135]
-----------------------------------------------
                0.00    0.00    5420/5420        ns3::Time::From(ns3::int64x64_t const&, ns3::Time::Unit) [134]
[135]    0.0    0.00    0.00    5420         ns3::Time::Time(ns3::int64x64_t const&) [135]
                0.00    0.00    5420/5420        ns3::int64x64_t::GetHigh() const [137]
-----------------------------------------------
                0.00    0.00    5420/5420        ns3::Time::From(ns3::int64x64_t const&, ns3::Time::Unit) [134]
[136]    0.0    0.00    0.00    5420         ns3::operator*=(ns3::int64x64_t&, ns3::int64x64_t const&) [136]
-----------------------------------------------
                0.00    0.00    5420/5420        ns3::Time::Time(ns3::int64x64_t const&) [135]
[137]    0.0    0.00    0.00    5420         ns3::int64x64_t::GetHigh() const [137]
-----------------------------------------------
                0.00    0.00      18/4533        EunetSwitch::getUplinkCsmaHelper() const [259]
                0.00    0.00    1152/4533        EunetSwitch::getDownlinkCsmaHelper() const [205]
                0.00    0.00    3363/4533        ns3::DataRateValue::~DataRateValue() [141]
[138]    0.0    0.00    0.00    4533         ns3::DataRateValue::~DataRateValue() [138]
-----------------------------------------------
                0.00    0.00    1202/4165        std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::vector(std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > const&) [2]
                0.00    0.00    2963/4165        std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::~vector() [35]
[139]    0.0    0.00    0.00    4165         std::_Vector_base<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::_M_get_Tp_allocator() [139]
-----------------------------------------------
                0.00    0.00    3640/3640        std::_Vector_base<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::_M_deallocate(ns3::Ptr<ns3::Node>*, unsigned long) [146]
[140]    0.0    0.00    0.00    3640         __gnu_cxx::new_allocator<ns3::Ptr<ns3::Node> >::deallocate(ns3::Ptr<ns3::Node>*, unsigned long) [140]
-----------------------------------------------
                0.00    0.00    3363/3363        ns3::DefaultDeleter<ns3::AttributeValue>::Delete(ns3::AttributeValue*) [109]
[141]    0.0    0.00    0.00    3363         ns3::DataRateValue::~DataRateValue() [141]
                0.00    0.00    3363/4533        ns3::DataRateValue::~DataRateValue() [138]
-----------------------------------------------
                0.00    0.00    3215/3215        std::_List_base<ns3::AttributeConstructionList::Item, std::allocator<ns3::AttributeConstructionList::Item> >::_M_put_node(std::_List_node<ns3::AttributeConstructionList::Item>*) [158]
[142]    0.0    0.00    0.00    3215         __gnu_cxx::new_allocator<std::_List_node<ns3::AttributeConstructionList::Item> >::deallocate(std::_List_node<ns3::AttributeConstructionList::Item>*, unsigned long) [142]
-----------------------------------------------
                0.00    0.00    2963/2963        std::allocator<ns3::Ptr<ns3::Node> >::~allocator() [144]
[143]    0.0    0.00    0.00    2963         __gnu_cxx::new_allocator<ns3::Ptr<ns3::Node> >::~new_allocator() [143]
-----------------------------------------------
                0.00    0.00    2963/2963        std::_Vector_base<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::_Vector_impl::~_Vector_impl() [145]
[144]    0.0    0.00    0.00    2963         std::allocator<ns3::Ptr<ns3::Node> >::~allocator() [144]
                0.00    0.00    2963/2963        __gnu_cxx::new_allocator<ns3::Ptr<ns3::Node> >::~new_allocator() [143]
-----------------------------------------------
                0.00    0.00    2963/2963        std::_Vector_base<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::~_Vector_base() [147]
[145]    0.0    0.00    0.00    2963         std::_Vector_base<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::_Vector_impl::~_Vector_impl() [145]
                0.00    0.00    2963/2963        std::allocator<ns3::Ptr<ns3::Node> >::~allocator() [144]
-----------------------------------------------
                0.00    0.00    2963/2963        std::_Vector_base<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::~_Vector_base() [147]
[146]    0.0    0.00    0.00    2963         std::_Vector_base<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::_M_deallocate(ns3::Ptr<ns3::Node>*, unsigned long) [146]
                0.00    0.00    3640/3640        __gnu_cxx::new_allocator<ns3::Ptr<ns3::Node> >::deallocate(ns3::Ptr<ns3::Node>*, unsigned long) [140]
-----------------------------------------------
