Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.96    0.00 941208820/941208820     __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Node> const*, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > >::base() const [10]
-----------------------------------------------
                0.00    3.08      12/12          main [1]
[8]     45.7    0.00    3.08      12         EunetSwitch::EunetSwitch(int, int, int, int, int, int) [8]
                0.00    2.41      12/30          ns3::NodeContainer::NodeContainer(ns3::NodeContainer const&) [3]
                0.00    0.63      24/24          std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [15]
                0.00    0.04      12/12          EunetSwitch::deployTerminals() [26]
                0.00    0.00      12/1789        ns3::NodeContainer::~NodeContainer() [36]
                0.00    0.00      24/24          std::allocator<int>::allocator() [223]
                0.00    0.00      24/24          std::allocator<int>::~allocator() [225]
-----------------------------------------------
                0.77    0.00 1919873/3844511     std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::begin() const [11]
                0.77    0.00 1924638/3844511     std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::end() const [12]
[9]     22.9    1.55    0.00 3844511         __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Node> const*, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > >::__normal_iterator(ns3::Ptr<ns3::Node> const* const&) [9]
-----------------------------------------------
                0.96    0.00 941208820/941208820     bool __gnu_cxx::operator!=<ns3::Ptr<ns3::Node> const*, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > >(__gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Node> const*, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > const&, __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Node> const*, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > const&) [7]
[10]    14.2    0.96    0.00 941208820         __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Node> const*, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > >::base() const [10]
-----------------------------------------------
                0.01    0.77    1202/1202        std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::vector(std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > const&) [2]
[11]    11.6    0.01    0.77    1202         std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::begin() const [11]
                0.77    0.00 1919873/3844511     __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Node> const*, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > >::__normal_iterator(ns3::Ptr<ns3::Node> const* const&) [9]
-----------------------------------------------
                0.00    0.77    1202/1202        std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::vector(std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > const&) [2]
[12]    11.5    0.00    0.77    1202         std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::end() const [12]
                0.77    0.00 1924638/3844511     __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Node> const*, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > >::__normal_iterator(ns3::Ptr<ns3::Node> const* const&) [9]
-----------------------------------------------
                0.00    0.63      24/24          void std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [16]
[13]     9.3    0.00    0.63      24         void std::__uninitialized_fill_n<true>::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [13]
                0.63    0.00      24/24          int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [18]
-----------------------------------------------
                0.00    0.63      24/24          std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [15]
[14]     9.3    0.00    0.63      24         std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [14]
                0.00    0.63      24/24          void std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [17]
                0.00    0.00      24/24          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [228]
-----------------------------------------------
                0.00    0.63      24/24          EunetSwitch::EunetSwitch(int, int, int, int, int, int) [8]
[15]     9.3    0.00    0.63      24         std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [15]
                0.00    0.63      24/24          std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [14]
                0.00    0.00      24/24          std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [229]
-----------------------------------------------
                0.00    0.63      24/24          void std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [17]
[16]     9.3    0.00    0.63      24         void std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [16]
                0.00    0.63      24/24          void std::__uninitialized_fill_n<true>::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [13]
-----------------------------------------------
                0.00    0.63      24/24          std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [14]
[17]     9.3    0.00    0.63      24         void std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [17]
                0.00    0.63      24/24          void std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [16]
-----------------------------------------------
                0.63    0.00      24/24          void std::__uninitialized_fill_n<true>::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [13]
[18]     9.3    0.63    0.00      24         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [18]
                0.00    0.00      24/24          std::__niter_base<int*, false>::__b(int*) [230]
                0.00    0.00      24/24          __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, int*>::__type std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&) [231]
-----------------------------------------------
                0.14    0.16    1202/1202        std::_Vector_base<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::_Vector_base(unsigned long, std::allocator<ns3::Ptr<ns3::Node> > const&) [20]
[19]     4.4    0.14    0.16    1202         std::_Vector_base<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::_M_allocate(unsigned long) [19]
                0.00    0.16    3652/3652        __gnu_cxx::new_allocator<ns3::Ptr<ns3::Node> >::allocate(unsigned long, void const*) [23]
-----------------------------------------------
                0.00    0.30    1202/1202        std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::vector(std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > const&) [2]
[20]     4.4    0.00    0.30    1202         std::_Vector_base<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::_Vector_base(unsigned long, std::allocator<ns3::Ptr<ns3::Node> > const&) [20]
                0.14    0.16    1202/1202        std::_Vector_base<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::_M_allocate(unsigned long) [19]
                0.00    0.00    1202/1202        std::_Vector_base<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::_Vector_impl::_Vector_impl(std::allocator<ns3::Ptr<ns3::Node> > const&) [169]
-----------------------------------------------
                0.00    0.22    2612/2612        ns3::Ptr<ns3::Node>* std::__uninitialized_copy<false>::uninitialized_copy<__gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Node> const*, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > >, ns3::Ptr<ns3::Node>*>(__gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Node> const*, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > >, __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Node> const*, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > >, ns3::Ptr<ns3::Node>*) [6]
[21]     3.2    0.00    0.22    2612         void std::_Construct<ns3::Ptr<ns3::Node>, ns3::Ptr<ns3::Node> const&>(ns3::Ptr<ns3::Node>*, ns3::Ptr<ns3::Node> const&&&) [21]
                0.19    0.00    2612/2612        ns3::Ptr<ns3::Node> const&&& std::forward<ns3::Ptr<ns3::Node> const&>(std::identity<ns3::Ptr<ns3::Node> const&>::type&&) [22]
                0.00    0.02    2612/2616        ns3::Ptr<ns3::Node>::Ptr(ns3::Ptr<ns3::Node> const&) [27]
                0.00    0.00    2612/5468        operator new(unsigned long, void*) [62]
-----------------------------------------------
                0.19    0.00    2612/2612        void std::_Construct<ns3::Ptr<ns3::Node>, ns3::Ptr<ns3::Node> const&>(ns3::Ptr<ns3::Node>*, ns3::Ptr<ns3::Node> const&&&) [21]
[22]     2.8    0.19    0.00    2612         ns3::Ptr<ns3::Node> const&&& std::forward<ns3::Ptr<ns3::Node> const&>(std::identity<ns3::Ptr<ns3::Node> const&>::type&&) [22]
-----------------------------------------------
                0.00    0.16    3652/3652        std::_Vector_base<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::_M_allocate(unsigned long) [19]
[23]     2.4    0.00    0.16    3652         __gnu_cxx::new_allocator<ns3::Ptr<ns3::Node> >::allocate(unsigned long, void const*) [23]
                0.16    0.00    3652/3652        __gnu_cxx::new_allocator<ns3::Ptr<ns3::Node> >::max_size() const [24]
-----------------------------------------------
                0.16    0.00    3652/3652        __gnu_cxx::new_allocator<ns3::Ptr<ns3::Node> >::allocate(unsigned long, void const*) [23]
[24]     2.4    0.16    0.00    3652         __gnu_cxx::new_allocator<ns3::Ptr<ns3::Node> >::max_size() const [24]
-----------------------------------------------
                0.00    0.00      28/129189      ns3::Ptr<EunetSwitch>::~Ptr() [95]
                0.00    0.00   11660/129189      ns3::Ptr<ns3::Application>::~Ptr() [75]
                0.00    0.00   15975/129189      ns3::Ptr<ns3::Ipv4>::~Ptr() [65]
                0.01    0.00   45124/129189      ns3::Ptr<ns3::NetDevice>::~Ptr() [37]
                0.02    0.00   56402/129189      ns3::Ptr<ns3::Node>::~Ptr() [30]
[25]     0.6    0.04    0.00  129189         ns3::SimpleRefCount<ns3::Object, ns3::ObjectBase, ns3::ObjectDeleter>::Unref() const [25]
                0.00    0.00   24937/24937       ns3::ObjectDeleter::Delete(ns3::Object*) [117]
-----------------------------------------------
                0.00    0.04      12/12          EunetSwitch::EunetSwitch(int, int, int, int, int, int) [8]
[26]     0.6    0.00    0.04      12         EunetSwitch::deployTerminals() [26]
                0.00    0.01    1728/1789        ns3::NodeContainer::~NodeContainer() [36]
                0.00    0.01     576/644         ns3::NetDeviceContainer::~NetDeviceContainer() [43]
                0.00    0.01     576/585         std::shared_ptr<ns3::CsmaHelper>::~shared_ptr() [48]
                0.00    0.00    1728/11105       ns3::Ptr<ns3::Node>::~Ptr() [30]
                0.00    0.00     576/596         ns3::Ptr<ns3::Node>::Ptr(ns3::Node*) [82]
                0.00    0.00     576/576         EunetSwitch::getDownlinkCsmaHelper() const [205]
                0.00    0.00     576/2925        std::__shared_ptr<ns3::CsmaHelper, (__gnu_cxx::_Lock_policy)2>::operator->() const [148]
                0.00    0.00     576/1008        ns3::Ptr<ns3::Node>::operator->() [177]
                0.00    0.00     576/594         std::vector<int, std::allocator<int> >::operator[](unsigned long) [191]
-----------------------------------------------
                0.00    0.00       4/2616        main [1]
                0.00    0.02    2612/2616        void std::_Construct<ns3::Ptr<ns3::Node>, ns3::Ptr<ns3::Node> const&>(ns3::Ptr<ns3::Node>*, ns3::Ptr<ns3::Node> const&&&) [21]
[27]     0.3    0.00    0.02    2616         ns3::Ptr<ns3::Node>::Ptr(ns3::Ptr<ns3::Node> const&) [27]
                0.02    0.00   39505/39505       ns3::Node* ns3::PeekPointer<ns3::Node>(ns3::Ptr<ns3::Node> const&) [28]
                0.00    0.00   39505/66272       ns3::Ptr<ns3::Node>::Acquire() const [61]
-----------------------------------------------
                0.02    0.00   39505/39505       ns3::Ptr<ns3::Node>::Ptr(ns3::Ptr<ns3::Node> const&) [27]
[28]     0.3    0.02    0.00   39505         ns3::Node* ns3::PeekPointer<ns3::Node>(ns3::Ptr<ns3::Node> const&) [28]
-----------------------------------------------
                                                 <spontaneous>
[29]     0.3    0.02    0.00                 std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_destroy() [29]
-----------------------------------------------
                0.00    0.00       7/11105       main [1]
                0.00    0.00       9/11105       EunetSwitch::bridgeAllPorts() [54]
                0.00    0.00      18/11105       EunetSwitch::connectUpTo(int, ns3::Ptr<EunetSwitch>, int) [53]
                0.00    0.00     432/11105       EunetSwitch::getTerminalDevices() const [89]
                0.00    0.00    1728/11105       EunetSwitch::deployTerminals() [26]
                0.00    0.01    8911/11105       void std::_Destroy<ns3::Ptr<ns3::Node> >(ns3::Ptr<ns3::Node>*) [31]
[30]     0.3    0.00    0.02   11105         ns3::Ptr<ns3::Node>::~Ptr() [30]
                0.02    0.00   56402/129189      ns3::SimpleRefCount<ns3::Object, ns3::ObjectBase, ns3::ObjectDeleter>::Unref() const [25]
-----------------------------------------------
                0.00    0.01    8911/8911        void std::_Destroy_aux<false>::__destroy<ns3::Ptr<ns3::Node>*>(ns3::Ptr<ns3::Node>*, ns3::Ptr<ns3::Node>*) [32]
[31]     0.2    0.00    0.01    8911         void std::_Destroy<ns3::Ptr<ns3::Node> >(ns3::Ptr<ns3::Node>*) [31]
                0.00    0.01    8911/11105       ns3::Ptr<ns3::Node>::~Ptr() [30]
-----------------------------------------------
                0.00    0.01    5414/5414        void std::_Destroy<ns3::Ptr<ns3::Node>*>(ns3::Ptr<ns3::Node>*, ns3::Ptr<ns3::Node>*) [33]
[32]     0.2    0.00    0.01    5414         void std::_Destroy_aux<false>::__destroy<ns3::Ptr<ns3::Node>*>(ns3::Ptr<ns3::Node>*, ns3::Ptr<ns3::Node>*) [32]
                0.00    0.01    8911/8911        void std::_Destroy<ns3::Ptr<ns3::Node> >(ns3::Ptr<ns3::Node>*) [31]
-----------------------------------------------
                0.00    0.01    5414/5414        void std::_Destroy<ns3::Ptr<ns3::Node>*, ns3::Ptr<ns3::Node> >(ns3::Ptr<ns3::Node>*, ns3::Ptr<ns3::Node>*, std::allocator<ns3::Ptr<ns3::Node> >&) [34]
[33]     0.2    0.00    0.01    5414         void std::_Destroy<ns3::Ptr<ns3::Node>*>(ns3::Ptr<ns3::Node>*, ns3::Ptr<ns3::Node>*) [33]
                0.00    0.01    5414/5414        void std::_Destroy_aux<false>::__destroy<ns3::Ptr<ns3::Node>*>(ns3::Ptr<ns3::Node>*, ns3::Ptr<ns3::Node>*) [32]
-----------------------------------------------
                0.00    0.01    2963/2963        std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::~vector() [35]
[34]     0.2    0.00    0.01    2963         void std::_Destroy<ns3::Ptr<ns3::Node>*, ns3::Ptr<ns3::Node> >(ns3::Ptr<ns3::Node>*, ns3::Ptr<ns3::Node>*, std::allocator<ns3::Ptr<ns3::Node> >&) [34]
                0.00    0.01    5414/5414        void std::_Destroy<ns3::Ptr<ns3::Node>*>(ns3::Ptr<ns3::Node>*, ns3::Ptr<ns3::Node>*) [33]
-----------------------------------------------
                0.00    0.01    2962/2962        ns3::NodeContainer::~NodeContainer() [36]
[35]     0.2    0.00    0.01    2962         std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::~vector() [35]
                0.00    0.01    2963/2963        void std::_Destroy<ns3::Ptr<ns3::Node>*, ns3::Ptr<ns3::Node> >(ns3::Ptr<ns3::Node>*, ns3::Ptr<ns3::Node>*, std::allocator<ns3::Ptr<ns3::Node> >&) [34]
                0.00    0.00    2963/4165        std::_Vector_base<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::_M_get_Tp_allocator() [139]
                0.00    0.00    2963/2963        std::_Vector_base<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::~_Vector_base() [147]
-----------------------------------------------
                0.00    0.00      12/1789        EunetSwitch::EunetSwitch(int, int, int, int, int, int) [8]
                0.00    0.00      22/1789        main [1]
                0.00    0.00      27/1789        EunetSwitch::connectUpTo(int, ns3::Ptr<EunetSwitch>, int) [53]
                0.00    0.01    1728/1789        EunetSwitch::deployTerminals() [26]
[36]     0.2    0.00    0.01    1789         ns3::NodeContainer::~NodeContainer() [36]
                0.00    0.01    2962/2962        std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > >::~vector() [35]
-----------------------------------------------
                0.00    0.00       2/15523       main [1]
                0.00    0.00      36/15523       EunetSwitch::getUplinkDevices() const [93]
                0.00    0.00     432/15523       EunetSwitch::getDownlinkDevices() const [92]
                0.00    0.00     432/15523       EunetSwitch::getTerminalDevices() const [89]
                0.00    0.01   14621/15523       void std::_Destroy<ns3::Ptr<ns3::NetDevice> >(ns3::Ptr<ns3::NetDevice>*) [38]
[37]     0.2    0.00    0.01   15523         ns3::Ptr<ns3::NetDevice>::~Ptr() [37]
                0.01    0.00   45124/129189      ns3::SimpleRefCount<ns3::Object, ns3::ObjectBase, ns3::ObjectDeleter>::Unref() const [25]
-----------------------------------------------
                0.00    0.01   14621/14621       void std::_Destroy_aux<false>::__destroy<ns3::Ptr<ns3::NetDevice>*>(ns3::Ptr<ns3::NetDevice>*, ns3::Ptr<ns3::NetDevice>*) [39]
[38]     0.2    0.00    0.01   14621         void std::_Destroy<ns3::Ptr<ns3::NetDevice> >(ns3::Ptr<ns3::NetDevice>*) [38]
                0.00    0.01   14621/15523       ns3::Ptr<ns3::NetDevice>::~Ptr() [37]
-----------------------------------------------
                0.00    0.01    3968/3968        void std::_Destroy<ns3::Ptr<ns3::NetDevice>*>(ns3::Ptr<ns3::NetDevice>*, ns3::Ptr<ns3::NetDevice>*) [40]
[39]     0.2    0.00    0.01    3968         void std::_Destroy_aux<false>::__destroy<ns3::Ptr<ns3::NetDevice>*>(ns3::Ptr<ns3::NetDevice>*, ns3::Ptr<ns3::NetDevice>*) [39]
                0.00    0.01   14621/14621       void std::_Destroy<ns3::Ptr<ns3::NetDevice> >(ns3::Ptr<ns3::NetDevice>*) [38]
-----------------------------------------------
                0.00    0.01    3968/3968        void std::_Destroy<ns3::Ptr<ns3::NetDevice>*, ns3::Ptr<ns3::NetDevice> >(ns3::Ptr<ns3::NetDevice>*, ns3::Ptr<ns3::NetDevice>*, std::allocator<ns3::Ptr<ns3::NetDevice> >&) [42]
[40]     0.2    0.00    0.01    3968         void std::_Destroy<ns3::Ptr<ns3::NetDevice>*>(ns3::Ptr<ns3::NetDevice>*, ns3::Ptr<ns3::NetDevice>*) [40]
                0.00    0.01    3968/3968        void std::_Destroy_aux<false>::__destroy<ns3::Ptr<ns3::NetDevice>*>(ns3::Ptr<ns3::NetDevice>*, ns3::Ptr<ns3::NetDevice>*) [39]
-----------------------------------------------
                0.00    0.01     648/648         ns3::NetDeviceContainer::~NetDeviceContainer() [43]
[41]     0.2    0.00    0.01     648         std::vector<ns3::Ptr<ns3::NetDevice>, std::allocator<ns3::Ptr<ns3::NetDevice> > >::~vector() [41]
                0.00    0.01     648/648         void std::_Destroy<ns3::Ptr<ns3::NetDevice>*, ns3::Ptr<ns3::NetDevice> >(ns3::Ptr<ns3::NetDevice>*, ns3::Ptr<ns3::NetDevice>*, std::allocator<ns3::Ptr<ns3::NetDevice> >&) [42]
                0.00    0.00     648/659         std::_Vector_base<ns3::Ptr<ns3::NetDevice>, std::allocator<ns3::Ptr<ns3::NetDevice> > >::_M_get_Tp_allocator() [184]
                0.00    0.00     648/648         std::_Vector_base<ns3::Ptr<ns3::NetDevice>, std::allocator<ns3::Ptr<ns3::NetDevice> > >::~_Vector_base() [189]
-----------------------------------------------
                0.00    0.01     648/648         std::vector<ns3::Ptr<ns3::NetDevice>, std::allocator<ns3::Ptr<ns3::NetDevice> > >::~vector() [41]
[42]     0.2    0.00    0.01     648         void std::_Destroy<ns3::Ptr<ns3::NetDevice>*, ns3::Ptr<ns3::NetDevice> >(ns3::Ptr<ns3::NetDevice>*, ns3::Ptr<ns3::NetDevice>*, std::allocator<ns3::Ptr<ns3::NetDevice> >&) [42]
                0.00    0.01    3968/3968        void std::_Destroy<ns3::Ptr<ns3::NetDevice>*>(ns3::Ptr<ns3::NetDevice>*, ns3::Ptr<ns3::NetDevice>*) [40]
-----------------------------------------------
                0.00    0.00       9/644         EunetSwitch::connectUpTo(int, ns3::Ptr<EunetSwitch>, int) [53]
                0.00    0.00      14/644         main [1]
                0.00    0.00      45/644         EunetSwitch::bridgeAllPorts() [54]
                0.00    0.01     576/644         EunetSwitch::deployTerminals() [26]
[43]     0.2    0.00    0.01     644         ns3::NetDeviceContainer::~NetDeviceContainer() [43]
                0.00    0.01     648/648         std::vector<ns3::Ptr<ns3::NetDevice>, std::allocator<ns3::Ptr<ns3::NetDevice> > >::~vector() [41]
-----------------------------------------------
                0.00    0.00      28/132089      ns3::Ptr<EunetSwitch>::Acquire() const [98]
                0.00    0.00   13388/132089      ns3::Ptr<ns3::Application>::Acquire() const [90]
                0.00    0.00   51128/132089      ns3::Ptr<ns3::NetDevice>::Acquire() const [73]
                0.01    0.00   67545/132089      ns3::Ptr<ns3::Node>::Acquire() const [61]
[44]     0.1    0.01    0.00  132089         ns3::SimpleRefCount<ns3::Object, ns3::ObjectBase, ns3::ObjectDeleter>::Ref() const [44]
-----------------------------------------------
                0.00    0.00       1/1765        ns3::OnOffHelper::~OnOffHelper() [96]
                0.00    0.00       1/1765        ns3::PacketSinkHelper::~PacketSinkHelper() [97]
                0.00    0.00       2/1765        ns3::BridgeHelper::~BridgeHelper() [94]
                0.01    0.00    1761/1765        ns3::CsmaHelper::~CsmaHelper() [46]
[45]     0.1    0.01    0.00    1765         ns3::ObjectFactory::~ObjectFactory() [45]
                0.00    0.00    6102/6102        ns3::AttributeConstructionList::~AttributeConstructionList() [129]
                0.00    0.00    6102/6102        ns3::TypeId::~TypeId() [130]
-----------------------------------------------
                0.00    0.00       2/587         main [1]
                0.00    0.01     585/587         ns3::CsmaHelper::~CsmaHelper() [47]
[46]     0.1    0.00    0.01     587         ns3::CsmaHelper::~CsmaHelper() [46]
                0.01    0.00    1761/1765        ns3::ObjectFactory::~ObjectFactory() [45]
                0.00    0.00     587/587         ns3::PcapHelperForDevice::~PcapHelperForDevice() [192]
                0.00    0.00     587/587         ns3::AsciiTraceHelperForDevice::~AsciiTraceHelperForDevice() [193]
-----------------------------------------------
                0.00    0.01     585/585         std::_Sp_counted_ptr<ns3::CsmaHelper*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [51]
[47]     0.1    0.00    0.01     585         ns3::CsmaHelper::~CsmaHelper() [47]
                0.00    0.01     585/587         ns3::CsmaHelper::~CsmaHelper() [46]
-----------------------------------------------
                0.00    0.00       9/585         EunetSwitch::connectUpTo(int, ns3::Ptr<EunetSwitch>, int) [53]
                0.00    0.01     576/585         EunetSwitch::deployTerminals() [26]
[48]     0.1    0.00    0.01     585         std::shared_ptr<ns3::CsmaHelper>::~shared_ptr() [48]
                0.00    0.01     585/585         std::__shared_ptr<ns3::CsmaHelper, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [49]
-----------------------------------------------
                0.00    0.01     585/585         std::shared_ptr<ns3::CsmaHelper>::~shared_ptr() [48]
[49]     0.1    0.00    0.01     585         std::__shared_ptr<ns3::CsmaHelper, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [49]
                0.00    0.01     585/585         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [50]
-----------------------------------------------
                0.00    0.01     585/585         std::__shared_ptr<ns3::CsmaHelper, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [49]
[50]     0.1    0.00    0.01     585         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [50]
                0.00    0.01     585/585         std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() [52]
-----------------------------------------------
                0.00    0.01     585/585         std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() [52]
[51]     0.1    0.00    0.01     585         std::_Sp_counted_ptr<ns3::CsmaHelper*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [51]
                0.00    0.01     585/585         ns3::CsmaHelper::~CsmaHelper() [47]
-----------------------------------------------
                0.00    0.01     585/585         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [50]
[52]     0.1    0.00    0.01     585         std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() [52]
                0.00    0.01     585/585         std::_Sp_counted_ptr<ns3::CsmaHelper*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [51]
                0.00    0.00    1170/1170        __gnu_cxx::__exchange_and_add_dispatch(int*, int) [174]
                0.00    0.00     585/585         std::_Sp_counted_ptr<ns3::CsmaHelper*, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [198]
-----------------------------------------------
                0.00    0.01       9/9           main [1]
[53]     0.1    0.00    0.01       9         EunetSwitch::connectUpTo(int, ns3::Ptr<EunetSwitch>, int) [53]
                0.00    0.01       9/9           EunetSwitch::bridgeAllPorts() [54]
                0.00    0.00      27/1789        ns3::NodeContainer::~NodeContainer() [36]
                0.00    0.00       9/644         ns3::NetDeviceContainer::~NetDeviceContainer() [43]
                0.00    0.00       9/585         std::shared_ptr<ns3::CsmaHelper>::~shared_ptr() [48]
                0.00    0.00       9/596         ns3::Ptr<ns3::Node>::Ptr(ns3::Node*) [82]
                0.00    0.00      18/11105       ns3::Ptr<ns3::Node>::~Ptr() [30]
                0.00    0.00       9/10          ns3::Ptr<ns3::Node>::Ptr<EunetSwitch>(ns3::Ptr<EunetSwitch> const&) [99]
                0.00    0.00       9/9           EunetSwitch::getUplinkCsmaHelper() const [259]
                0.00    0.00       9/2925        std::__shared_ptr<ns3::CsmaHelper, (__gnu_cxx::_Lock_policy)2>::operator->() const [148]
                0.00    0.00       9/45          ns3::Ptr<EunetSwitch>::operator->() [211]
                0.00    0.00       9/9           EunetSwitch::setUplinkPortIndex(int) [253]
                0.00    0.00       9/9           EunetSwitch::setDownlinkPortIndex(int) [255]
-----------------------------------------------
                0.00    0.01       9/9           EunetSwitch::connectUpTo(int, ns3::Ptr<EunetSwitch>, int) [53]
[54]     0.1    0.00    0.01       9         EunetSwitch::bridgeAllPorts() [54]
                0.00    0.01       9/9           ns3::NetDeviceContainer::NetDeviceContainer(ns3::NetDeviceContainer const&) [60]
                0.00    0.00      45/644         ns3::NetDeviceContainer::~NetDeviceContainer() [43]
                0.00    0.00       9/9           EunetSwitch::getDownlinkDevices() const [92]
                0.00    0.00       9/9           EunetSwitch::getUplinkDevices() const [93]
                0.00    0.00       9/596         ns3::Ptr<ns3::Node>::Ptr(ns3::Node*) [82]
                0.00    0.00       9/11105       ns3::Ptr<ns3::Node>::~Ptr() [30]
-----------------------------------------------
